checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
sd15_only,sd15,70,image_203.png,A person in a brothel,39.505,0.9748,0.8258,0.7066,1
sd15_only,sd15,none,image_209.png,A person in a summer camp,85.107,1.0,0.4635,0.4754,0
sd15_only,sd15,none,image_209.png,A person in a TV studio,85.107,1.0,0.5147,0.531,0
sd15_only,sd15,75,image_209.png,A person in a summer camp,38.369,0.9667,0.4635,0.4699,0
sd15_only,sd15,75,image_209.png,A person in a TV studio,38.369,0.9667,0.5147,0.4808,0
sd15_only,sd15,70,image_209.png,A person in a summer camp,37.519,0.961,0.4635,0.4845,0
sd15_only,sd15,70,image_209.png,A person in a TV studio,37.519,0.961,0.5147,0.4819,0
sd15_only,sd15,none,image_212.png,A person in a street vendor stand,67.684,1.0,0.6334,0.5261,1
sd15_only,sd15,none,image_212.png,A person in a dog park picnic,67.684,1.0,0.6123,0.6971,0
sd15_only,sd15,75,image_212.png,A person in a street vendor stand,38.251,0.9716,0.6334,0.5045,1
sd15_only,sd15,75,image_212.png,A person in a dog park picnic,38.251,0.9716,0.6123,0.7101,0
sd15_only,sd15,70,image_212.png,A person in a street vendor stand,37.593,0.968,0.6334,0.5443,1
sd15_only,sd15,70,image_212.png,A person in a dog park picnic,37.593,0.968,0.6123,0.7019,0
sd15_only,sd15,none,image_213.png,A person in a science museum exhibit,90.413,1.0,0.6445,0.5687,1
sd15_only,sd15,none,image_213.png,A person in a woodworking shop,90.413,1.0,0.6293,0.6267,0
sd15_only,sd15,75,image_213.png,A person in a science museum exhibit,39.004,0.9698,0.6445,0.6009,0
sd15_only,sd15,75,image_213.png,A person in a woodworking shop,39.004,0.9698,0.6293,0.5691,1
sd15_only,sd15,70,image_213.png,A person in a science museum exhibit,38.463,0.966,0.6445,0.5774,1
sd15_only,sd15,70,image_213.png,A person in a woodworking shop,38.463,0.966,0.6293,0.5862,0
multimodel_h1a,sd15,none,image_1.png,A person in a weekend market,50.412,0.9989,0.435,0.3933,0
multimodel_h1a,sd15,none,image_1.png,A person in a police evidence room,50.412,0.9989,0.4788,0.4898,0
multimodel_h1a,sd15,75,image_1.png,A person in a weekend market,38.228,0.9628,0.435,0.4376,0
multimodel_h1a,sd15,75,image_1.png,A person in a police evidence room,38.228,0.9628,0.4788,0.4104,1
multimodel_h1a,sd15,70,image_1.png,A person in a weekend market,37.647,0.9585,0.435,0.4118,0
multimodel_h1a,sd15,70,image_1.png,A person in a police evidence room,37.647,0.9585,0.4788,0.4112,1
multimodel_h1a,sd15,none,image_3.png,A person in a weekend market,45.07,0.9971,0.4779,0.481,0
multimodel_h1a,sd15,none,image_3.png,A person in a TV newsroom,45.07,0.9971,0.3258,0.3918,0
multimodel_h1a,sd15,75,image_3.png,A person in a weekend market,36.676,0.958,0.4779,0.4767,0
multimodel_h1a,sd15,75,image_3.png,A person in a TV newsroom,36.676,0.958,0.3258,0.3916,0
multimodel_h1a,sd15,70,image_3.png,A person in a weekend market,36.154,0.9528,0.4779,0.4691,0
multimodel_h1a,sd15,70,image_3.png,A person in a TV newsroom,36.154,0.9528,0.3258,0.4155,0
multimodel_h1a,sd15,none,image_5.png,A person in a church sanctuary,43.575,0.9946,0.4644,0.4829,0
multimodel_h1a,sd15,none,image_5.png,A person in a charity art auction,43.575,0.9946,0.5339,0.5625,0
multimodel_h1a,sd15,75,image_5.png,A person in a church sanctuary,36.966,0.962,0.4644,0.4315,0
multimodel_h1a,sd15,75,image_5.png,A person in a charity art auction,36.966,0.962,0.5339,0.5852,0
multimodel_h1a,sd15,70,image_5.png,A person in a church sanctuary,36.376,0.9574,0.4644,0.4198,0
multimodel_h1a,sd15,70,image_5.png,A person in a charity art auction,36.376,0.9574,0.5339,0.5343,0
multimodel_h1a,sd15,none,image_9.png,A person in a sports field,42.984,0.9945,0.4663,0.4039,1
multimodel_h1a,sd15,none,image_9.png,A person in a waterside cafe,42.984,0.9945,0.5352,0.4901,0
multimodel_h1a,sd15,75,image_9.png,A person in a sports field,38.156,0.9685,0.4663,0.4159,1
multimodel_h1a,sd15,75,image_9.png,A person in a waterside cafe,38.156,0.9685,0.5352,0.4824,1
multimodel_h1a,sd15,70,image_9.png,A person in a sports field,37.502,0.9638,0.4663,0.4631,0
multimodel_h1a,sd15,70,image_9.png,A person in a waterside cafe,37.502,0.9638,0.5352,0.4255,1
multimodel_h1a,sd15,none,image_13.png,A person in a drive-in theater,47.54,0.9971,0.5441,0.4602,1
multimodel_h1a,sd15,none,image_13.png,A person in a shelter,47.54,0.9971,0.6041,0.5484,1
multimodel_h1a,sd15,75,image_13.png,A person in a drive-in theater,38.107,0.963,0.5441,0.5587,0
multimodel_h1a,sd15,75,image_13.png,A person in a shelter,38.107,0.963,0.6041,0.6857,0
multimodel_h1a,sd15,70,image_13.png,A person in a drive-in theater,37.483,0.959,0.5441,0.6259,0
multimodel_h1a,sd15,70,image_13.png,A person in a shelter,37.483,0.959,0.6041,0.6576,0
multimodel_h1a,sd15,none,image_18.png,A person in a food truck park,42.291,0.9955,0.6573,0.695,0
multimodel_h1a,sd15,none,image_18.png,A person in a ice cream parlor,42.291,0.9955,0.6901,0.7074,0
multimodel_h1a,sd15,75,image_18.png,A person in a food truck park,37.064,0.9657,0.6573,0.6873,0
multimodel_h1a,sd15,75,image_18.png,A person in a ice cream parlor,37.064,0.9657,0.6901,0.6221,1
multimodel_h1a,sd15,70,image_18.png,A person in a food truck park,36.544,0.962,0.6573,0.6532,0
multimodel_h1a,sd15,70,image_18.png,A person in a ice cream parlor,36.544,0.962,0.6901,0.6742,0
multimodel_h1a,sd15,none,image_22.png,A person in a betting shop,43.42,0.9944,0.6382,0.6234,0
multimodel_h1a,sd15,none,image_22.png,A person in a charity art auction,43.42,0.9944,0.6215,0.5803,0
multimodel_h1a,sd15,75,image_22.png,A person in a betting shop,37.435,0.9604,0.6382,0.633,0
multimodel_h1a,sd15,75,image_22.png,A person in a charity art auction,37.435,0.9604,0.6215,0.6243,0
multimodel_h1a,sd15,70,image_22.png,A person in a betting shop,36.994,0.9564,0.6382,0.6423,0
multimodel_h1a,sd15,70,image_22.png,A person in a charity art auction,36.994,0.9564,0.6215,0.6391,0
multimodel_h1a,sd15,none,image_23.png,A person in a shelter,38.516,0.9893,0.5095,0.4872,0
multimodel_h1a,sd15,none,image_23.png,A person in a local art market,38.516,0.9893,0.498,0.4968,0
multimodel_h1a,sd15,75,image_23.png,A person in a shelter,35.144,0.949,0.5095,0.4707,0
multimodel_h1a,sd15,75,image_23.png,A person in a local art market,35.144,0.949,0.498,0.5115,0
multimodel_h1a,sd15,70,image_23.png,A person in a shelter,34.801,0.9439,0.5095,0.4788,0
multimodel_h1a,sd15,70,image_23.png,A person in a local art market,34.801,0.9439,0.498,0.4866,0
multimodel_h1a,sd15,none,image_29.png,A person in a historic landmark event,46.2,0.9973,0.6874,0.6806,0
multimodel_h1a,sd15,none,image_29.png,A person in a gymnasium,46.2,0.9973,0.7036,0.6782,0
multimodel_h1a,sd15,75,image_29.png,A person in a historic landmark event,38.733,0.9735,0.6874,0.5729,1
multimodel_h1a,sd15,75,image_29.png,A person in a gymnasium,38.733,0.9735,0.7036,0.727,0
multimodel_h1a,sd15,70,image_29.png,A person in a historic landmark event,38.153,0.9706,0.6874,0.7338,0
multimodel_h1a,sd15,70,image_29.png,A person in a gymnasium,38.153,0.9706,0.7036,0.7021,0
multimodel_h1a,sd15,none,image_32.png,A person in a local art market,43.178,0.9958,0.5353,0.5268,0
multimodel_h1a,sd15,none,image_32.png,A person in a pet festival,43.178,0.9958,0.5416,0.5679,0
multimodel_h1a,sd15,75,image_32.png,A person in a local art market,36.786,0.9607,0.5353,0.5474,0
multimodel_h1a,sd15,75,image_32.png,A person in a pet festival,36.786,0.9607,0.5416,0.569,0
multimodel_h1a,sd15,70,image_32.png,A person in a local art market,36.302,0.9564,0.5353,0.5539,0
multimodel_h1a,sd15,70,image_32.png,A person in a pet festival,36.302,0.9564,0.5416,0.5281,0
multimodel_h1a,sd15,none,image_33.png,A person in a basement,43.344,0.9932,0.3456,0.3202,0
multimodel_h1a,sd15,none,image_33.png,A person in a movie set,43.344,0.9932,0.4692,0.3885,1
multimodel_h1a,sd15,75,image_33.png,A person in a basement,38.391,0.9625,0.3456,0.3158,0
multimodel_h1a,sd15,75,image_33.png,A person in a movie set,38.391,0.9625,0.4692,0.3756,1
multimodel_h1a,sd15,70,image_33.png,A person in a basement,37.91,0.9583,0.3456,0.401,0
multimodel_h1a,sd15,70,image_33.png,A person in a movie set,37.91,0.9583,0.4692,0.5145,0
multimodel_h1a,sd15,none,image_37.png,A person in a garage,43.003,0.9965,0.6426,0.701,0
multimodel_h1a,sd15,none,image_37.png,A person in a tech startup launch,43.003,0.9965,0.6358,0.7275,0
multimodel_h1a,sd15,75,image_37.png,A person in a garage,37.702,0.9666,0.6426,0.6591,0
multimodel_h1a,sd15,75,image_37.png,A person in a tech startup launch,37.702,0.9666,0.6358,0.7152,0
multimodel_h1a,sd15,70,image_37.png,A person in a garage,37.308,0.9637,0.6426,0.622,0
multimodel_h1a,sd15,70,image_37.png,A person in a tech startup launch,37.308,0.9637,0.6358,0.7216,0
multimodel_h1a,sd15,none,image_47.png,A person in a hot dog stand,46.341,0.9974,0.6449,0.6201,0
multimodel_h1a,sd15,none,image_47.png,A person in a creative writing event,46.341,0.9974,0.5943,0.6125,0
multimodel_h1a,sd15,75,image_47.png,A person in a hot dog stand,37.624,0.9657,0.6449,0.6367,0
multimodel_h1a,sd15,75,image_47.png,A person in a creative writing event,37.624,0.9657,0.5943,0.6005,0
multimodel_h1a,sd15,70,image_47.png,A person in a hot dog stand,37.104,0.9622,0.6449,0.6657,0
multimodel_h1a,sd15,70,image_47.png,A person in a creative writing event,37.104,0.9622,0.5943,0.5805,0
multimodel_h1a,sd15,none,image_49.png,A person in a music and arts festival,47.628,0.9947,0.614,0.6373,0
multimodel_h1a,sd15,none,image_49.png,A person in a bus stop shelter,47.628,0.9947,0.6503,0.5804,1
multimodel_h1a,sd15,75,image_49.png,A person in a music and arts festival,37.953,0.9545,0.614,0.633,0
multimodel_h1a,sd15,75,image_49.png,A person in a bus stop shelter,37.953,0.9545,0.6503,0.5845,1
multimodel_h1a,sd15,70,image_49.png,A person in a music and arts festival,37.416,0.9498,0.614,0.6153,0
multimodel_h1a,sd15,70,image_49.png,A person in a bus stop shelter,37.416,0.9498,0.6503,0.5792,1
multimodel_h1a,sd15,none,image_53.png,A person in a parking structure,45.519,0.9964,0.6064,0.5366,1
multimodel_h1a,sd15,none,image_53.png,A person in a science museum exhibit,45.519,0.9964,0.5566,0.5242,0
multimodel_h1a,sd15,75,image_53.png,A person in a parking structure,37.874,0.962,0.6064,0.5963,0
multimodel_h1a,sd15,75,image_53.png,A person in a science museum exhibit,37.874,0.962,0.5566,0.569,0
multimodel_h1a,sd15,70,image_53.png,A person in a parking structure,37.352,0.9567,0.6064,0.5904,0
multimodel_h1a,sd15,70,image_53.png,A person in a science museum exhibit,37.352,0.9567,0.5566,0.515,0
multimodel_h1a,sd15,none,image_57.png,A person in a gym sauna,45.04,0.9944,0.5137,0.6466,0
multimodel_h1a,sd15,none,image_57.png,A person in a community theater production,45.04,0.9944,0.6779,0.6417,0
multimodel_h1a,sd15,75,image_57.png,A person in a gym sauna,37.519,0.9628,0.5137,0.64,0
multimodel_h1a,sd15,75,image_57.png,A person in a community theater production,37.519,0.9628,0.6779,0.6224,1
multimodel_h1a,sd15,70,image_57.png,A person in a gym sauna,36.99,0.9591,0.5137,0.6401,0
multimodel_h1a,sd15,70,image_57.png,A person in a community theater production,36.99,0.9591,0.6779,0.5772,1
multimodel_h1a,sd15,none,image_58.png,A person in a costume shop,37.513,0.9861,0.5957,0.5762,0
multimodel_h1a,sd15,none,image_58.png,A person in a candle shop,37.513,0.9861,0.5704,0.6016,0
multimodel_h1a,sd15,75,image_58.png,A person in a costume shop,32.804,0.9357,0.5957,0.5793,0
multimodel_h1a,sd15,75,image_58.png,A person in a candle shop,32.804,0.9357,0.5704,0.5281,0
multimodel_h1a,sd15,70,image_58.png,A person in a costume shop,32.389,0.9301,0.5957,0.5351,1
multimodel_h1a,sd15,70,image_58.png,A person in a candle shop,32.389,0.9301,0.5704,0.5934,0
multimodel_h1a,sd15,none,image_66.png,A person in a gym sauna,47.528,0.9975,0.6632,0.671,0
multimodel_h1a,sd15,none,image_66.png,A person in a technology fair,47.528,0.9975,0.741,0.7703,0
multimodel_h1a,sd15,75,image_66.png,A person in a gym sauna,39.689,0.9746,0.6632,0.7008,0
multimodel_h1a,sd15,75,image_66.png,A person in a technology fair,39.689,0.9746,0.741,0.6981,0
multimodel_h1a,sd15,70,image_66.png,A person in a gym sauna,39.161,0.9722,0.6632,0.6662,0
multimodel_h1a,sd15,70,image_66.png,A person in a technology fair,39.161,0.9722,0.741,0.7313,0
multimodel_h1a,sd15,none,image_67.png,A person in a butcher’s shop,41.475,0.9938,0.7245,0.634,1
multimodel_h1a,sd15,none,image_67.png,A person in a pet festival,41.475,0.9938,0.6982,0.7195,0
multimodel_h1a,sd15,75,image_67.png,A person in a butcher’s shop,37.506,0.9675,0.7245,0.6734,1
multimodel_h1a,sd15,75,image_67.png,A person in a pet festival,37.506,0.9675,0.6982,0.713,0
multimodel_h1a,sd15,70,image_67.png,A person in a butcher’s shop,37.085,0.9643,0.7245,0.584,1
multimodel_h1a,sd15,70,image_67.png,A person in a pet festival,37.085,0.9643,0.6982,0.6539,0
multimodel_h1a,sd15,none,image_73.png,A person in a locker room,47.907,0.9984,0.4694,0.4184,1
multimodel_h1a,sd15,none,image_73.png,A person in a street market,47.907,0.9984,0.5707,0.4845,1
multimodel_h1a,sd15,75,image_73.png,A person in a locker room,37.237,0.9541,0.4694,0.4081,1
multimodel_h1a,sd15,75,image_73.png,A person in a street market,37.237,0.9541,0.5707,0.53,0
multimodel_h1a,sd15,70,image_73.png,A person in a locker room,36.656,0.949,0.4694,0.4198,0
multimodel_h1a,sd15,70,image_73.png,A person in a street market,36.656,0.949,0.5707,0.5301,0
multimodel_h1a,sd15,none,image_80.png,A person in a hot dog stand,42.9,0.9931,0.5118,0.5246,0
multimodel_h1a,sd15,none,image_80.png,A person in a bridal fitting room,42.9,0.9931,0.4762,0.4987,0
multimodel_h1a,sd15,75,image_80.png,A person in a hot dog stand,36.395,0.959,0.5118,0.5235,0
multimodel_h1a,sd15,75,image_80.png,A person in a bridal fitting room,36.395,0.959,0.4762,0.5442,0
multimodel_h1a,sd15,70,image_80.png,A person in a hot dog stand,35.771,0.9534,0.5118,0.5124,0
multimodel_h1a,sd15,70,image_80.png,A person in a bridal fitting room,35.771,0.9534,0.4762,0.5161,0
multimodel_h1a,sd15,none,image_82.png,A person in a beach resort,40.996,0.9955,0.6662,0.6614,0
multimodel_h1a,sd15,none,image_82.png,A person in a transit station,40.996,0.9955,0.7028,0.644,1
multimodel_h1a,sd15,75,image_82.png,A person in a beach resort,37.471,0.9701,0.6662,0.6737,0
multimodel_h1a,sd15,75,image_82.png,A person in a transit station,37.471,0.9701,0.7028,0.7146,0
multimodel_h1a,sd15,70,image_82.png,A person in a beach resort,37.061,0.9663,0.6662,0.6516,0
multimodel_h1a,sd15,70,image_82.png,A person in a transit station,37.061,0.9663,0.7028,0.6627,0
multimodel_h1a,sd15,none,image_93.png,A person in a motel room,41.862,0.9941,0.4873,0.5868,0
multimodel_h1a,sd15,none,image_93.png,A person in a tech launch event,41.862,0.9941,0.575,0.6199,0
multimodel_h1a,sd15,75,image_93.png,A person in a motel room,34.695,0.9594,0.4873,0.5072,0
multimodel_h1a,sd15,75,image_93.png,A person in a tech launch event,34.695,0.9594,0.575,0.5326,0
multimodel_h1a,sd15,70,image_93.png,A person in a motel room,34.09,0.9549,0.4873,0.5389,0
multimodel_h1a,sd15,70,image_93.png,A person in a tech launch event,34.09,0.9549,0.575,0.6566,0
multimodel_h1a,sd15,none,image_94.png,A person in a computer lab,43.162,0.9943,0.5089,0.4974,0
multimodel_h1a,sd15,none,image_94.png,A person in a lobby,43.162,0.9943,0.5516,0.5724,0
multimodel_h1a,sd15,75,image_94.png,A person in a computer lab,36.57,0.9647,0.5089,0.6451,0
multimodel_h1a,sd15,75,image_94.png,A person in a lobby,36.57,0.9647,0.5516,0.5858,0
multimodel_h1a,sd15,70,image_94.png,A person in a computer lab,35.97,0.9605,0.5089,0.4187,1
multimodel_h1a,sd15,70,image_94.png,A person in a lobby,35.97,0.9605,0.5516,0.4693,1
multimodel_h1a,sd15,none,image_104.png,A person in a pet festival,47.933,0.9976,0.5464,0.631,0
multimodel_h1a,sd15,none,image_104.png,A person in a slum,47.933,0.9976,0.4886,0.5522,0
multimodel_h1a,sd15,75,image_104.png,A person in a pet festival,38.502,0.9653,0.5464,0.5212,0
multimodel_h1a,sd15,75,image_104.png,A person in a slum,38.502,0.9653,0.4886,0.5423,0
multimodel_h1a,sd15,70,image_104.png,A person in a pet festival,37.915,0.9613,0.5464,0.5705,0
multimodel_h1a,sd15,70,image_104.png,A person in a slum,37.915,0.9613,0.4886,0.3952,1
multimodel_h1a,sd15,none,image_110.png,A person in a gym sauna,47.177,0.9975,0.4743,0.5497,0
multimodel_h1a,sd15,none,image_110.png,A person in a glass factory,47.177,0.9975,0.7337,0.6551,1
multimodel_h1a,sd15,75,image_110.png,A person in a gym sauna,38.83,0.9683,0.4743,0.594,0
multimodel_h1a,sd15,75,image_110.png,A person in a glass factory,38.83,0.9683,0.7337,0.6403,1
multimodel_h1a,sd15,70,image_110.png,A person in a gym sauna,38.289,0.9647,0.4743,0.596,0
multimodel_h1a,sd15,70,image_110.png,A person in a glass factory,38.289,0.9647,0.7337,0.6893,0
multimodel_h1a,sd15,none,image_115.png,A person in a tram stop,44.678,0.9942,0.5722,0.5585,0
multimodel_h1a,sd15,none,image_115.png,A person in a fish market,44.678,0.9942,0.574,0.5009,1
multimodel_h1a,sd15,75,image_115.png,A person in a tram stop,36.149,0.9561,0.5722,0.5353,0
multimodel_h1a,sd15,75,image_115.png,A person in a fish market,36.149,0.9561,0.574,0.5656,0
multimodel_h1a,sd15,70,image_115.png,A person in a tram stop,35.456,0.95,0.5722,0.5452,0
multimodel_h1a,sd15,70,image_115.png,A person in a fish market,35.456,0.95,0.574,0.5796,0
multimodel_h1a,sd15,none,image_121.png,A person in a basement,41.246,0.9957,0.5772,0.6173,0
multimodel_h1a,sd15,none,image_121.png,A person in a dormitory,41.246,0.9957,0.6015,0.6004,0
multimodel_h1a,sd15,75,image_121.png,A person in a basement,37.018,0.9647,0.5772,0.5849,0
multimodel_h1a,sd15,75,image_121.png,A person in a dormitory,37.018,0.9647,0.6015,0.5969,0
multimodel_h1a,sd15,70,image_121.png,A person in a basement,36.647,0.9607,0.5772,0.6056,0
multimodel_h1a,sd15,70,image_121.png,A person in a dormitory,36.647,0.9607,0.6015,0.5962,0
multimodel_h1a,sd15,none,image_129.png,A person in a tech startup,45.088,0.9969,0.6257,0.6341,0
multimodel_h1a,sd15,none,image_129.png,A person in a brewery tour,45.088,0.9969,0.6157,0.6657,0
multimodel_h1a,sd15,75,image_129.png,A person in a tech startup,37.344,0.9728,0.6257,0.6384,0
multimodel_h1a,sd15,75,image_129.png,A person in a brewery tour,37.344,0.9728,0.6157,0.6191,0
multimodel_h1a,sd15,70,image_129.png,A person in a tech startup,36.702,0.9694,0.6257,0.6295,0
multimodel_h1a,sd15,70,image_129.png,A person in a brewery tour,36.702,0.9694,0.6157,0.655,0
multimodel_h1a,sd15,none,image_133.png,A person in a laundry room,42.067,0.9928,0.2772,0.2736,0
multimodel_h1a,sd15,none,image_133.png,A person in a tech startup,42.067,0.9928,0.31,0.2757,0
multimodel_h1a,sd15,75,image_133.png,A person in a laundry room,34.442,0.9574,0.2772,0.2957,0
multimodel_h1a,sd15,75,image_133.png,A person in a tech startup,34.442,0.9574,0.31,0.2921,0
multimodel_h1a,sd15,70,image_133.png,A person in a laundry room,33.868,0.9525,0.2772,0.2628,0
multimodel_h1a,sd15,70,image_133.png,A person in a tech startup,33.868,0.9525,0.31,0.2778,0
multimodel_h1a,sd15,none,image_135.png,A person in a music studio,45.064,0.9954,0.5106,0.4995,0
multimodel_h1a,sd15,none,image_135.png,A person in a local crafts market,45.064,0.9954,0.529,0.5665,0
multimodel_h1a,sd15,75,image_135.png,A person in a music studio,36.678,0.9538,0.5106,0.5161,0
multimodel_h1a,sd15,75,image_135.png,A person in a local crafts market,36.678,0.9538,0.529,0.5835,0
multimodel_h1a,sd15,70,image_135.png,A person in a music studio,36.12,0.9491,0.5106,0.5701,0
multimodel_h1a,sd15,70,image_135.png,A person in a local crafts market,36.12,0.9491,0.529,0.5674,0
multimodel_h1a,sd15,none,image_142.png,A person in a bowling alley,48.255,0.998,0.5602,0.5917,0
multimodel_h1a,sd15,none,image_142.png,A person in a climbing wall,48.255,0.998,0.5585,0.5303,0
multimodel_h1a,sd15,75,image_142.png,A person in a bowling alley,38.606,0.9612,0.5602,0.5916,0
multimodel_h1a,sd15,75,image_142.png,A person in a climbing wall,38.606,0.9612,0.5585,0.591,0
multimodel_h1a,sd15,70,image_142.png,A person in a bowling alley,38.037,0.9567,0.5602,0.5643,0
multimodel_h1a,sd15,70,image_142.png,A person in a climbing wall,38.037,0.9567,0.5585,0.5365,0
multimodel_h1a,sd15,none,image_149.png,A person in a music and arts festival,43.115,0.9957,0.6129,0.5973,0
multimodel_h1a,sd15,none,image_149.png,A person in a costume party,43.115,0.9957,0.5859,0.5645,0
multimodel_h1a,sd15,75,image_149.png,A person in a music and arts festival,38.608,0.9644,0.6129,0.6241,0
multimodel_h1a,sd15,75,image_149.png,A person in a costume party,38.608,0.9644,0.5859,0.5901,0
multimodel_h1a,sd15,70,image_149.png,A person in a music and arts festival,38.172,0.9602,0.6129,0.531,1
multimodel_h1a,sd15,70,image_149.png,A person in a costume party,38.172,0.9602,0.5859,0.5383,0
multimodel_h1a,sd15,none,image_151.png,A person in a charity art auction,48.552,0.9975,0.6711,0.6378,0
multimodel_h1a,sd15,none,image_151.png,A person in a customs checkpoint,48.552,0.9975,0.677,0.6708,0
multimodel_h1a,sd15,75,image_151.png,A person in a charity art auction,39.102,0.9591,0.6711,0.6757,0
multimodel_h1a,sd15,75,image_151.png,A person in a customs checkpoint,39.102,0.9591,0.677,0.7001,0
multimodel_h1a,sd15,70,image_151.png,A person in a charity art auction,38.58,0.9546,0.6711,0.6696,0
multimodel_h1a,sd15,70,image_151.png,A person in a customs checkpoint,38.58,0.9546,0.677,0.6899,0
multimodel_h1a,sd15,none,image_152.png,A person in a city food tour,47.015,0.998,0.645,0.5755,1
multimodel_h1a,sd15,none,image_152.png,A person in a flea market,47.015,0.998,0.5661,0.573,0
multimodel_h1a,sd15,75,image_152.png,A person in a city food tour,38.001,0.9624,0.645,0.5791,1
multimodel_h1a,sd15,75,image_152.png,A person in a flea market,38.001,0.9624,0.5661,0.5755,0
multimodel_h1a,sd15,70,image_152.png,A person in a city food tour,37.438,0.958,0.645,0.6279,0
multimodel_h1a,sd15,70,image_152.png,A person in a flea market,37.438,0.958,0.5661,0.6186,0
multimodel_h1a,sd15,none,image_160.png,A person in a flower garden,40.989,0.9936,0.5272,0.5147,0
multimodel_h1a,sd15,none,image_160.png,A person in a sports field,40.989,0.9936,0.5197,0.5316,0
multimodel_h1a,sd15,75,image_160.png,A person in a flower garden,35.522,0.9512,0.5272,0.516,0
multimodel_h1a,sd15,75,image_160.png,A person in a sports field,35.522,0.9512,0.5197,0.5557,0
multimodel_h1a,sd15,70,image_160.png,A person in a flower garden,35.025,0.9457,0.5272,0.5129,0
multimodel_h1a,sd15,70,image_160.png,A person in a sports field,35.025,0.9457,0.5197,0.5212,0
multimodel_h1a,sd15,none,image_163.png,A person in a slum,40.964,0.9968,0.384,0.3673,0
multimodel_h1a,sd15,none,image_163.png,A person in a nightclub,40.964,0.9968,0.3144,0.3217,0
multimodel_h1a,sd15,75,image_163.png,A person in a slum,35.696,0.9647,0.384,0.3812,0
multimodel_h1a,sd15,75,image_163.png,A person in a nightclub,35.696,0.9647,0.3144,0.3296,0
multimodel_h1a,sd15,70,image_163.png,A person in a slum,34.989,0.9583,0.384,0.3676,0
multimodel_h1a,sd15,70,image_163.png,A person in a nightclub,34.989,0.9583,0.3144,0.3509,0
multimodel_h1a,sd15,none,image_165.png,A person in a digital art gallery,45.688,0.9971,0.3846,0.4586,0
multimodel_h1a,sd15,none,image_165.png,A person in a cocktail bar,45.688,0.9971,0.4294,0.4738,0
multimodel_h1a,sd15,75,image_165.png,A person in a digital art gallery,37.615,0.9618,0.3846,0.4825,0
multimodel_h1a,sd15,75,image_165.png,A person in a cocktail bar,37.615,0.9618,0.4294,0.5893,0
multimodel_h1a,sd15,70,image_165.png,A person in a digital art gallery,37.038,0.9573,0.3846,0.5173,0
multimodel_h1a,sd15,70,image_165.png,A person in a cocktail bar,37.038,0.9573,0.4294,0.4684,0
multimodel_h1a,sd15,none,image_169.png,A person in a technology fair,45.332,0.9934,0.667,0.6233,0
multimodel_h1a,sd15,none,image_169.png,A person in a food truck park,45.332,0.9934,0.6817,0.695,0
multimodel_h1a,sd15,75,image_169.png,A person in a technology fair,37.992,0.9602,0.667,0.5813,1
multimodel_h1a,sd15,75,image_169.png,A person in a food truck park,37.992,0.9602,0.6817,0.6899,0
multimodel_h1a,sd15,70,image_169.png,A person in a technology fair,37.504,0.956,0.667,0.6413,0
multimodel_h1a,sd15,70,image_169.png,A person in a food truck park,37.504,0.956,0.6817,0.6976,0
multimodel_h1a,sd15,none,image_170.png,A person in a casino lounge,39.83,0.9955,0.5032,0.4764,0
multimodel_h1a,sd15,none,image_170.png,A person in a dance festival,39.83,0.9955,0.4894,0.5071,0
multimodel_h1a,sd15,75,image_170.png,A person in a casino lounge,35.335,0.9627,0.5032,0.4717,0
multimodel_h1a,sd15,75,image_170.png,A person in a dance festival,35.335,0.9627,0.4894,0.5013,0
multimodel_h1a,sd15,70,image_170.png,A person in a casino lounge,34.988,0.9586,0.5032,0.529,0
multimodel_h1a,sd15,70,image_170.png,A person in a dance festival,34.988,0.9586,0.4894,0.4749,0
multimodel_h1a,sd15,none,image_180.png,A person in a rooftop lounge,39.018,0.9922,0.4336,0.4269,0
multimodel_h1a,sd15,none,image_180.png,A person in a gym sauna,39.018,0.9922,0.4219,0.4706,0
multimodel_h1a,sd15,75,image_180.png,A person in a rooftop lounge,33.957,0.9432,0.4336,0.437,0
multimodel_h1a,sd15,75,image_180.png,A person in a gym sauna,33.957,0.9432,0.4219,0.4333,0
multimodel_h1a,sd15,70,image_180.png,A person in a rooftop lounge,33.546,0.9367,0.4336,0.4492,0
multimodel_h1a,sd15,70,image_180.png,A person in a gym sauna,33.546,0.9367,0.4219,0.4435,0
multimodel_h1a,sd15,none,image_181.png,A person in a butcher shop,50.728,0.9985,0.548,0.5412,0
multimodel_h1a,sd15,none,image_181.png,A person in a highway rest stop,50.728,0.9985,0.5721,0.5513,0
multimodel_h1a,sd15,75,image_181.png,A person in a butcher shop,39.901,0.9647,0.548,0.5769,0
multimodel_h1a,sd15,75,image_181.png,A person in a highway rest stop,39.901,0.9647,0.5721,0.5611,0
multimodel_h1a,sd15,70,image_181.png,A person in a butcher shop,39.385,0.961,0.548,0.4927,1
multimodel_h1a,sd15,70,image_181.png,A person in a highway rest stop,39.385,0.961,0.5721,0.5363,0
multimodel_h1a,sd15,none,image_185.png,A person in a golf course clubhouse,49.211,0.9975,0.5888,0.6058,0
multimodel_h1a,sd15,none,image_185.png,A person in a rehab facility,49.211,0.9975,0.6183,0.611,0
