checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
sd15_only,flux_schnell,70,image_165.png,A person in a digital art gallery,37.483,0.9594,0.6582,0.6324,0
sd15_only,flux_schnell,70,image_165.png,A person in a cocktail bar,37.483,0.9594,0.647,0.6298,0
sd15_only,flux_schnell,none,image_169.png,A person in a technology fair,90.012,1.0,0.6873,0.6776,0
sd15_only,flux_schnell,none,image_169.png,A person in a food truck park,90.012,1.0,0.6907,0.6814,0
sd15_only,flux_schnell,75,image_169.png,A person in a technology fair,38.645,0.9644,0.6873,0.6795,0
sd15_only,flux_schnell,75,image_169.png,A person in a food truck park,38.645,0.9644,0.6907,0.68,0
sd15_only,flux_schnell,70,image_169.png,A person in a technology fair,38.074,0.96,0.6873,0.6724,0
sd15_only,flux_schnell,70,image_169.png,A person in a food truck park,38.074,0.96,0.6907,0.6695,0
sd15_only,flux_schnell,none,image_170.png,A person in a casino lounge,58.789,0.9999,0.5509,0.5718,0
sd15_only,flux_schnell,none,image_170.png,A person in a dance festival,58.789,0.9999,0.5833,0.5423,0
sd15_only,flux_schnell,75,image_170.png,A person in a casino lounge,37.211,0.9664,0.5509,0.5461,0
sd15_only,flux_schnell,75,image_170.png,A person in a dance festival,37.211,0.9664,0.5833,0.5585,0
sd15_only,flux_schnell,70,image_170.png,A person in a casino lounge,36.662,0.9624,0.5509,0.5501,0
sd15_only,flux_schnell,70,image_170.png,A person in a dance festival,36.662,0.9624,0.5833,0.5574,0
sd15_only,flux_schnell,none,image_180.png,A person in a rooftop lounge,89.445,1.0,0.4846,0.4962,0
sd15_only,flux_schnell,none,image_180.png,A person in a gym sauna,89.445,1.0,0.4939,0.4942,0
sd15_only,flux_schnell,75,image_180.png,A person in a rooftop lounge,35.464,0.9489,0.4846,0.4761,0
sd15_only,flux_schnell,75,image_180.png,A person in a gym sauna,35.464,0.9489,0.4939,0.4843,0
sd15_only,flux_schnell,70,image_180.png,A person in a rooftop lounge,34.882,0.9425,0.4846,0.479,0
sd15_only,flux_schnell,70,image_180.png,A person in a gym sauna,34.882,0.9425,0.4939,0.4957,0
sd15_only,flux_schnell,none,image_181.png,A person in a butcher shop,91.779,1.0,0.6687,0.6846,0
sd15_only,flux_schnell,none,image_181.png,A person in a highway rest stop,91.779,1.0,0.6908,0.6816,0
sd15_only,flux_schnell,75,image_181.png,A person in a butcher shop,40.192,0.9658,0.6687,0.6975,0
sd15_only,flux_schnell,75,image_181.png,A person in a highway rest stop,40.192,0.9658,0.6908,0.6854,0
sd15_only,flux_schnell,70,image_181.png,A person in a butcher shop,39.617,0.9621,0.6687,0.6681,0
sd15_only,flux_schnell,70,image_181.png,A person in a highway rest stop,39.617,0.9621,0.6908,0.6542,0
sd15_only,flux_schnell,none,image_185.png,A person in a golf course clubhouse,89.413,1.0,0.5927,0.5954,0
sd15_only,flux_schnell,none,image_185.png,A person in a rehab facility,89.413,1.0,0.5991,0.598,0
sd15_only,flux_schnell,75,image_185.png,A person in a golf course clubhouse,38.523,0.968,0.5927,0.5894,0
sd15_only,flux_schnell,75,image_185.png,A person in a rehab facility,38.523,0.968,0.5991,0.5815,0
sd15_only,flux_schnell,70,image_185.png,A person in a golf course clubhouse,37.94,0.9642,0.5927,0.5905,0
sd15_only,flux_schnell,70,image_185.png,A person in a rehab facility,37.94,0.9642,0.5991,0.5784,0
sd15_only,flux_schnell,none,image_186.png,A person in a community arts and crafts market,78.125,1.0,0.6811,0.6783,0
sd15_only,flux_schnell,none,image_186.png,A person in a church sanctuary,78.125,1.0,0.6818,0.6818,0
sd15_only,flux_schnell,75,image_186.png,A person in a community arts and crafts market,35.882,0.9654,0.6811,0.6783,0
sd15_only,flux_schnell,75,image_186.png,A person in a church sanctuary,35.882,0.9654,0.6818,0.6774,0
sd15_only,flux_schnell,70,image_186.png,A person in a community arts and crafts market,35.1,0.9609,0.6811,0.6869,0
sd15_only,flux_schnell,70,image_186.png,A person in a church sanctuary,35.1,0.9609,0.6818,0.6745,0
sd15_only,flux_schnell,none,image_189.png,A person in a vintage arts fair,84.628,1.0,0.6159,0.6185,0
sd15_only,flux_schnell,none,image_189.png,A person in a bowling alley,84.628,1.0,0.6166,0.6112,0
sd15_only,flux_schnell,75,image_189.png,A person in a vintage arts fair,35.649,0.9561,0.6159,0.6029,0
sd15_only,flux_schnell,75,image_189.png,A person in a bowling alley,35.649,0.9561,0.6166,0.6127,0
sd15_only,flux_schnell,70,image_189.png,A person in a vintage arts fair,35.021,0.9513,0.6159,0.6051,0
sd15_only,flux_schnell,70,image_189.png,A person in a bowling alley,35.021,0.9513,0.6166,0.6002,0
sd15_only,flux_schnell,none,image_201.png,A person in a high-end restaurant,88.0,1.0,0.6549,0.6449,0
sd15_only,flux_schnell,none,image_201.png,A person in a bowling alley,88.0,1.0,0.6566,0.6615,0
sd15_only,flux_schnell,75,image_201.png,A person in a high-end restaurant,38.861,0.9611,0.6549,0.64,0
sd15_only,flux_schnell,75,image_201.png,A person in a bowling alley,38.861,0.9611,0.6566,0.6542,0
sd15_only,flux_schnell,70,image_201.png,A person in a high-end restaurant,38.32,0.9559,0.6549,0.6316,0
sd15_only,flux_schnell,70,image_201.png,A person in a bowling alley,38.32,0.9559,0.6566,0.6514,0
sd15_only,flux_schnell,none,image_203.png,A person in a gymnasium,88.822,1.0,0.8553,0.8477,0
sd15_only,flux_schnell,none,image_203.png,A person in a brothel,88.822,1.0,0.8503,0.8432,0
sd15_only,flux_schnell,75,image_203.png,A person in a gymnasium,40.105,0.9774,0.8553,0.8431,0
sd15_only,flux_schnell,75,image_203.png,A person in a brothel,40.105,0.9774,0.8503,0.8378,0
sd15_only,flux_schnell,70,image_203.png,A person in a gymnasium,39.505,0.9748,0.8553,0.8348,0
sd15_only,flux_schnell,70,image_203.png,A person in a brothel,39.505,0.9748,0.8503,0.849,0
sd15_only,flux_schnell,none,image_209.png,A person in a summer camp,85.107,1.0,0.6541,0.6494,0
sd15_only,flux_schnell,none,image_209.png,A person in a TV studio,85.107,1.0,0.658,0.6518,0
sd15_only,flux_schnell,75,image_209.png,A person in a summer camp,38.369,0.9667,0.6541,0.6221,0
sd15_only,flux_schnell,75,image_209.png,A person in a TV studio,38.369,0.9667,0.658,0.635,0
sd15_only,flux_schnell,70,image_209.png,A person in a summer camp,37.519,0.961,0.6541,0.6274,0
sd15_only,flux_schnell,70,image_209.png,A person in a TV studio,37.519,0.961,0.658,0.6282,0
sd15_only,flux_schnell,none,image_212.png,A person in a street vendor stand,67.684,1.0,0.8252,0.8232,0
sd15_only,flux_schnell,none,image_212.png,A person in a dog park picnic,67.684,1.0,0.8233,0.8279,0
sd15_only,flux_schnell,75,image_212.png,A person in a street vendor stand,38.251,0.9716,0.8252,0.8247,0
sd15_only,flux_schnell,75,image_212.png,A person in a dog park picnic,38.251,0.9716,0.8233,0.816,0
sd15_only,flux_schnell,70,image_212.png,A person in a street vendor stand,37.593,0.968,0.8252,0.8198,0
sd15_only,flux_schnell,70,image_212.png,A person in a dog park picnic,37.593,0.968,0.8233,0.8279,0
sd15_only,flux_schnell,none,image_213.png,A person in a science museum exhibit,90.413,1.0,0.6575,0.6543,0
sd15_only,flux_schnell,none,image_213.png,A person in a woodworking shop,90.413,1.0,0.6526,0.6435,0
sd15_only,flux_schnell,75,image_213.png,A person in a science museum exhibit,39.004,0.9698,0.6575,0.6444,0
sd15_only,flux_schnell,75,image_213.png,A person in a woodworking shop,39.004,0.9698,0.6526,0.6368,0
sd15_only,flux_schnell,70,image_213.png,A person in a science museum exhibit,38.463,0.966,0.6575,0.646,0
sd15_only,flux_schnell,70,image_213.png,A person in a woodworking shop,38.463,0.966,0.6526,0.6334,0
multimodel_h1a,flux_schnell,none,image_1.png,A person in a weekend market,50.412,0.9989,0.5447,0.545,0
multimodel_h1a,flux_schnell,none,image_1.png,A person in a police evidence room,50.412,0.9989,0.5594,0.5297,0
multimodel_h1a,flux_schnell,75,image_1.png,A person in a weekend market,38.228,0.9628,0.5447,0.5493,0
multimodel_h1a,flux_schnell,75,image_1.png,A person in a police evidence room,38.228,0.9628,0.5594,0.5318,0
multimodel_h1a,flux_schnell,70,image_1.png,A person in a weekend market,37.647,0.9585,0.5447,0.5534,0
multimodel_h1a,flux_schnell,70,image_1.png,A person in a police evidence room,37.647,0.9585,0.5594,0.5299,0
multimodel_h1a,flux_schnell,none,image_3.png,A person in a weekend market,45.07,0.9971,0.4884,0.4948,0
multimodel_h1a,flux_schnell,none,image_3.png,A person in a TV newsroom,45.07,0.9971,0.4957,0.5082,0
multimodel_h1a,flux_schnell,75,image_3.png,A person in a weekend market,36.676,0.958,0.4884,0.5002,0
multimodel_h1a,flux_schnell,75,image_3.png,A person in a TV newsroom,36.676,0.958,0.4957,0.5131,0
multimodel_h1a,flux_schnell,70,image_3.png,A person in a weekend market,36.154,0.9528,0.4884,0.5022,0
multimodel_h1a,flux_schnell,70,image_3.png,A person in a TV newsroom,36.154,0.9528,0.4957,0.515,0
multimodel_h1a,flux_schnell,none,image_5.png,A person in a church sanctuary,43.575,0.9946,0.758,0.7513,0
multimodel_h1a,flux_schnell,none,image_5.png,A person in a charity art auction,43.575,0.9946,0.7675,0.7484,0
multimodel_h1a,flux_schnell,75,image_5.png,A person in a church sanctuary,36.966,0.962,0.758,0.7571,0
multimodel_h1a,flux_schnell,75,image_5.png,A person in a charity art auction,36.966,0.962,0.7675,0.7752,0
multimodel_h1a,flux_schnell,70,image_5.png,A person in a church sanctuary,36.376,0.9574,0.758,0.7378,0
multimodel_h1a,flux_schnell,70,image_5.png,A person in a charity art auction,36.376,0.9574,0.7675,0.7622,0
multimodel_h1a,flux_schnell,none,image_9.png,A person in a sports field,42.984,0.9945,0.5995,0.6179,0
multimodel_h1a,flux_schnell,none,image_9.png,A person in a waterside cafe,42.984,0.9945,0.5787,0.6125,0
multimodel_h1a,flux_schnell,75,image_9.png,A person in a sports field,38.156,0.9685,0.5995,0.5401,1
multimodel_h1a,flux_schnell,75,image_9.png,A person in a waterside cafe,38.156,0.9685,0.5787,0.5925,0
multimodel_h1a,flux_schnell,70,image_9.png,A person in a sports field,37.502,0.9638,0.5995,0.6003,0
multimodel_h1a,flux_schnell,70,image_9.png,A person in a waterside cafe,37.502,0.9638,0.5787,0.5975,0
multimodel_h1a,flux_schnell,none,image_13.png,A person in a drive-in theater,47.54,0.9971,0.7591,0.7484,0
multimodel_h1a,flux_schnell,none,image_13.png,A person in a shelter,47.54,0.9971,0.7454,0.7443,0
multimodel_h1a,flux_schnell,75,image_13.png,A person in a drive-in theater,38.107,0.963,0.7591,0.7372,0
multimodel_h1a,flux_schnell,75,image_13.png,A person in a shelter,38.107,0.963,0.7454,0.7367,0
multimodel_h1a,flux_schnell,70,image_13.png,A person in a drive-in theater,37.483,0.959,0.7591,0.7283,0
multimodel_h1a,flux_schnell,70,image_13.png,A person in a shelter,37.483,0.959,0.7454,0.729,0
multimodel_h1a,flux_schnell,none,image_18.png,A person in a food truck park,42.291,0.9955,0.7709,0.7141,1
multimodel_h1a,flux_schnell,none,image_18.png,A person in a ice cream parlor,42.291,0.9955,0.7693,0.739,0
multimodel_h1a,flux_schnell,75,image_18.png,A person in a food truck park,37.064,0.9657,0.7709,0.7537,0
multimodel_h1a,flux_schnell,75,image_18.png,A person in a ice cream parlor,37.064,0.9657,0.7693,0.7514,0
multimodel_h1a,flux_schnell,70,image_18.png,A person in a food truck park,36.544,0.962,0.7709,0.7699,0
multimodel_h1a,flux_schnell,70,image_18.png,A person in a ice cream parlor,36.544,0.962,0.7693,0.7495,0
multimodel_h1a,flux_schnell,none,image_22.png,A person in a betting shop,43.42,0.9944,0.6089,0.592,0
multimodel_h1a,flux_schnell,none,image_22.png,A person in a charity art auction,43.42,0.9944,0.6071,0.601,0
multimodel_h1a,flux_schnell,75,image_22.png,A person in a betting shop,37.435,0.9604,0.6089,0.6128,0
multimodel_h1a,flux_schnell,75,image_22.png,A person in a charity art auction,37.435,0.9604,0.6071,0.6106,0
multimodel_h1a,flux_schnell,70,image_22.png,A person in a betting shop,36.994,0.9564,0.6089,0.5748,0
multimodel_h1a,flux_schnell,70,image_22.png,A person in a charity art auction,36.994,0.9564,0.6071,0.6121,0
multimodel_h1a,flux_schnell,none,image_23.png,A person in a shelter,38.516,0.9893,0.529,0.5359,0
multimodel_h1a,flux_schnell,none,image_23.png,A person in a local art market,38.516,0.9893,0.5355,0.5284,0
multimodel_h1a,flux_schnell,75,image_23.png,A person in a shelter,35.144,0.949,0.529,0.5306,0
multimodel_h1a,flux_schnell,75,image_23.png,A person in a local art market,35.144,0.949,0.5355,0.5107,0
multimodel_h1a,flux_schnell,70,image_23.png,A person in a shelter,34.801,0.9439,0.529,0.5312,0
multimodel_h1a,flux_schnell,70,image_23.png,A person in a local art market,34.801,0.9439,0.5355,0.5318,0
multimodel_h1a,flux_schnell,none,image_29.png,A person in a historic landmark event,46.2,0.9973,0.8268,0.8128,0
multimodel_h1a,flux_schnell,none,image_29.png,A person in a gymnasium,46.2,0.9973,0.8256,0.8128,0
multimodel_h1a,flux_schnell,75,image_29.png,A person in a historic landmark event,38.733,0.9735,0.8268,0.8127,0
multimodel_h1a,flux_schnell,75,image_29.png,A person in a gymnasium,38.733,0.9735,0.8256,0.8165,0
multimodel_h1a,flux_schnell,70,image_29.png,A person in a historic landmark event,38.153,0.9706,0.8268,0.8026,0
multimodel_h1a,flux_schnell,70,image_29.png,A person in a gymnasium,38.153,0.9706,0.8256,0.8198,0
multimodel_h1a,flux_schnell,none,image_32.png,A person in a local art market,43.178,0.9958,0.5862,0.5638,0
multimodel_h1a,flux_schnell,none,image_32.png,A person in a pet festival,43.178,0.9958,0.5895,0.5728,0
multimodel_h1a,flux_schnell,75,image_32.png,A person in a local art market,36.786,0.9607,0.5862,0.5447,0
multimodel_h1a,flux_schnell,75,image_32.png,A person in a pet festival,36.786,0.9607,0.5895,0.5765,0
multimodel_h1a,flux_schnell,70,image_32.png,A person in a local art market,36.302,0.9564,0.5862,0.5725,0
multimodel_h1a,flux_schnell,70,image_32.png,A person in a pet festival,36.302,0.9564,0.5895,0.5524,0
multimodel_h1a,flux_schnell,none,image_33.png,A person in a basement,43.344,0.9932,0.8139,0.8128,0
multimodel_h1a,flux_schnell,none,image_33.png,A person in a movie set,43.344,0.9932,0.8157,0.8218,0
multimodel_h1a,flux_schnell,75,image_33.png,A person in a basement,38.391,0.9625,0.8139,0.826,0
multimodel_h1a,flux_schnell,75,image_33.png,A person in a movie set,38.391,0.9625,0.8157,0.8133,0
multimodel_h1a,flux_schnell,70,image_33.png,A person in a basement,37.91,0.9583,0.8139,0.8045,0
multimodel_h1a,flux_schnell,70,image_33.png,A person in a movie set,37.91,0.9583,0.8157,0.8069,0
multimodel_h1a,flux_schnell,none,image_37.png,A person in a garage,43.003,0.9965,0.7483,0.7519,0
multimodel_h1a,flux_schnell,none,image_37.png,A person in a tech startup launch,43.003,0.9965,0.7619,0.7454,0
multimodel_h1a,flux_schnell,75,image_37.png,A person in a garage,37.702,0.9666,0.7483,0.7291,0
multimodel_h1a,flux_schnell,75,image_37.png,A person in a tech startup launch,37.702,0.9666,0.7619,0.7266,0
multimodel_h1a,flux_schnell,70,image_37.png,A person in a garage,37.308,0.9637,0.7483,0.7314,0
multimodel_h1a,flux_schnell,70,image_37.png,A person in a tech startup launch,37.308,0.9637,0.7619,0.7332,0
multimodel_h1a,flux_schnell,none,image_47.png,A person in a hot dog stand,46.341,0.9974,0.6911,0.7126,0
multimodel_h1a,flux_schnell,none,image_47.png,A person in a creative writing event,46.341,0.9974,0.6847,0.6997,0
multimodel_h1a,flux_schnell,75,image_47.png,A person in a hot dog stand,37.624,0.9657,0.6911,0.6798,0
multimodel_h1a,flux_schnell,75,image_47.png,A person in a creative writing event,37.624,0.9657,0.6847,0.6888,0
multimodel_h1a,flux_schnell,70,image_47.png,A person in a hot dog stand,37.104,0.9622,0.6911,0.6881,0
multimodel_h1a,flux_schnell,70,image_47.png,A person in a creative writing event,37.104,0.9622,0.6847,0.6859,0
multimodel_h1a,flux_schnell,none,image_49.png,A person in a music and arts festival,47.628,0.9947,0.6393,0.6011,0
multimodel_h1a,flux_schnell,none,image_49.png,A person in a bus stop shelter,47.628,0.9947,0.6213,0.6059,0
multimodel_h1a,flux_schnell,75,image_49.png,A person in a music and arts festival,37.953,0.9545,0.6393,0.5922,0
multimodel_h1a,flux_schnell,75,image_49.png,A person in a bus stop shelter,37.953,0.9545,0.6213,0.5854,0
multimodel_h1a,flux_schnell,70,image_49.png,A person in a music and arts festival,37.416,0.9498,0.6393,0.6027,0
multimodel_h1a,flux_schnell,70,image_49.png,A person in a bus stop shelter,37.416,0.9498,0.6213,0.6109,0
multimodel_h1a,flux_schnell,none,image_53.png,A person in a parking structure,45.519,0.9964,0.585,0.5856,0
multimodel_h1a,flux_schnell,none,image_53.png,A person in a science museum exhibit,45.519,0.9964,0.5772,0.5696,0
multimodel_h1a,flux_schnell,75,image_53.png,A person in a parking structure,37.874,0.962,0.585,0.561,0
multimodel_h1a,flux_schnell,75,image_53.png,A person in a science museum exhibit,37.874,0.962,0.5772,0.5618,0
multimodel_h1a,flux_schnell,70,image_53.png,A person in a parking structure,37.352,0.9567,0.585,0.5741,0
multimodel_h1a,flux_schnell,70,image_53.png,A person in a science museum exhibit,37.352,0.9567,0.5772,0.5654,0
multimodel_h1a,flux_schnell,none,image_57.png,A person in a gym sauna,45.04,0.9944,0.7722,0.7729,0
multimodel_h1a,flux_schnell,none,image_57.png,A person in a community theater production,45.04,0.9944,0.7734,0.7586,0
multimodel_h1a,flux_schnell,75,image_57.png,A person in a gym sauna,37.519,0.9628,0.7722,0.766,0
multimodel_h1a,flux_schnell,75,image_57.png,A person in a community theater production,37.519,0.9628,0.7734,0.7533,0
multimodel_h1a,flux_schnell,70,image_57.png,A person in a gym sauna,36.99,0.9591,0.7722,0.7482,0
multimodel_h1a,flux_schnell,70,image_57.png,A person in a community theater production,36.99,0.9591,0.7734,0.7553,0
multimodel_h1a,flux_schnell,none,image_58.png,A person in a costume shop,37.513,0.9861,0.6831,0.6799,0
multimodel_h1a,flux_schnell,none,image_58.png,A person in a candle shop,37.513,0.9861,0.6898,0.671,0
multimodel_h1a,flux_schnell,75,image_58.png,A person in a costume shop,32.804,0.9357,0.6831,0.6682,0
multimodel_h1a,flux_schnell,75,image_58.png,A person in a candle shop,32.804,0.9357,0.6898,0.6587,0
multimodel_h1a,flux_schnell,70,image_58.png,A person in a costume shop,32.389,0.9301,0.6831,0.6781,0
multimodel_h1a,flux_schnell,70,image_58.png,A person in a candle shop,32.389,0.9301,0.6898,0.6647,0
multimodel_h1a,flux_schnell,none,image_66.png,A person in a gym sauna,47.528,0.9975,0.8309,0.8263,0
multimodel_h1a,flux_schnell,none,image_66.png,A person in a technology fair,47.528,0.9975,0.8255,0.8318,0
multimodel_h1a,flux_schnell,75,image_66.png,A person in a gym sauna,39.689,0.9746,0.8309,0.8262,0
multimodel_h1a,flux_schnell,75,image_66.png,A person in a technology fair,39.689,0.9746,0.8255,0.8137,0
multimodel_h1a,flux_schnell,70,image_66.png,A person in a gym sauna,39.161,0.9722,0.8309,0.826,0
multimodel_h1a,flux_schnell,70,image_66.png,A person in a technology fair,39.161,0.9722,0.8255,0.8236,0
multimodel_h1a,flux_schnell,none,image_67.png,A person in a butcher’s shop,41.475,0.9938,0.7892,0.8181,0
multimodel_h1a,flux_schnell,none,image_67.png,A person in a pet festival,41.475,0.9938,0.8095,0.7926,0
multimodel_h1a,flux_schnell,75,image_67.png,A person in a butcher’s shop,37.506,0.9675,0.7892,0.7863,0
multimodel_h1a,flux_schnell,75,image_67.png,A person in a pet festival,37.506,0.9675,0.8095,0.8029,0
multimodel_h1a,flux_schnell,70,image_67.png,A person in a butcher’s shop,37.085,0.9643,0.7892,0.7842,0
multimodel_h1a,flux_schnell,70,image_67.png,A person in a pet festival,37.085,0.9643,0.8095,0.7968,0
multimodel_h1a,flux_schnell,none,image_73.png,A person in a locker room,47.907,0.9984,0.6029,0.619,0
multimodel_h1a,flux_schnell,none,image_73.png,A person in a street market,47.907,0.9984,0.5976,0.5943,0
multimodel_h1a,flux_schnell,75,image_73.png,A person in a locker room,37.237,0.9541,0.6029,0.609,0
multimodel_h1a,flux_schnell,75,image_73.png,A person in a street market,37.237,0.9541,0.5976,0.6026,0
multimodel_h1a,flux_schnell,70,image_73.png,A person in a locker room,36.656,0.949,0.6029,0.6057,0
multimodel_h1a,flux_schnell,70,image_73.png,A person in a street market,36.656,0.949,0.5976,0.5976,0
multimodel_h1a,flux_schnell,none,image_80.png,A person in a hot dog stand,42.9,0.9931,0.6458,0.6265,0
multimodel_h1a,flux_schnell,none,image_80.png,A person in a bridal fitting room,42.9,0.9931,0.6325,0.6489,0
multimodel_h1a,flux_schnell,75,image_80.png,A person in a hot dog stand,36.395,0.959,0.6458,0.642,0
multimodel_h1a,flux_schnell,75,image_80.png,A person in a bridal fitting room,36.395,0.959,0.6325,0.6158,0
multimodel_h1a,flux_schnell,70,image_80.png,A person in a hot dog stand,35.771,0.9534,0.6458,0.6297,0
multimodel_h1a,flux_schnell,70,image_80.png,A person in a bridal fitting room,35.771,0.9534,0.6325,0.6268,0
multimodel_h1a,flux_schnell,none,image_82.png,A person in a beach resort,40.996,0.9955,0.6738,0.6781,0
multimodel_h1a,flux_schnell,none,image_82.png,A person in a transit station,40.996,0.9955,0.6802,0.6683,0
multimodel_h1a,flux_schnell,75,image_82.png,A person in a beach resort,37.471,0.9701,0.6738,0.6656,0
multimodel_h1a,flux_schnell,75,image_82.png,A person in a transit station,37.471,0.9701,0.6802,0.6557,0
multimodel_h1a,flux_schnell,70,image_82.png,A person in a beach resort,37.061,0.9663,0.6738,0.6686,0
multimodel_h1a,flux_schnell,70,image_82.png,A person in a transit station,37.061,0.9663,0.6802,0.6493,0
multimodel_h1a,flux_schnell,none,image_93.png,A person in a motel room,41.862,0.9941,0.7123,0.7229,0
multimodel_h1a,flux_schnell,none,image_93.png,A person in a tech launch event,41.862,0.9941,0.7316,0.7181,0
multimodel_h1a,flux_schnell,75,image_93.png,A person in a motel room,34.695,0.9594,0.7123,0.7178,0
multimodel_h1a,flux_schnell,75,image_93.png,A person in a tech launch event,34.695,0.9594,0.7316,0.7337,0
multimodel_h1a,flux_schnell,70,image_93.png,A person in a motel room,34.09,0.9549,0.7123,0.7193,0
multimodel_h1a,flux_schnell,70,image_93.png,A person in a tech launch event,34.09,0.9549,0.7316,0.7132,0
multimodel_h1a,flux_schnell,none,image_94.png,A person in a computer lab,43.162,0.9943,0.8647,0.8523,0
multimodel_h1a,flux_schnell,none,image_94.png,A person in a lobby,43.162,0.9943,0.8463,0.8528,0
multimodel_h1a,flux_schnell,75,image_94.png,A person in a computer lab,36.57,0.9647,0.8647,0.8431,0
multimodel_h1a,flux_schnell,75,image_94.png,A person in a lobby,36.57,0.9647,0.8463,0.8474,0
multimodel_h1a,flux_schnell,70,image_94.png,A person in a computer lab,35.97,0.9605,0.8647,0.8372,0
multimodel_h1a,flux_schnell,70,image_94.png,A person in a lobby,35.97,0.9605,0.8463,0.8287,0
multimodel_h1a,flux_schnell,none,image_104.png,A person in a pet festival,47.933,0.9976,0.739,0.7291,0
multimodel_h1a,flux_schnell,none,image_104.png,A person in a slum,47.933,0.9976,0.714,0.7246,0
multimodel_h1a,flux_schnell,75,image_104.png,A person in a pet festival,38.502,0.9653,0.739,0.7141,0
multimodel_h1a,flux_schnell,75,image_104.png,A person in a slum,38.502,0.9653,0.714,0.7132,0
multimodel_h1a,flux_schnell,70,image_104.png,A person in a pet festival,37.915,0.9613,0.739,0.7177,0
multimodel_h1a,flux_schnell,70,image_104.png,A person in a slum,37.915,0.9613,0.714,0.7057,0
multimodel_h1a,flux_schnell,none,image_110.png,A person in a gym sauna,47.177,0.9975,0.7401,0.7435,0
multimodel_h1a,flux_schnell,none,image_110.png,A person in a glass factory,47.177,0.9975,0.732,0.7311,0
multimodel_h1a,flux_schnell,75,image_110.png,A person in a gym sauna,38.83,0.9683,0.7401,0.7174,0
multimodel_h1a,flux_schnell,75,image_110.png,A person in a glass factory,38.83,0.9683,0.732,0.7222,0
multimodel_h1a,flux_schnell,70,image_110.png,A person in a gym sauna,38.289,0.9647,0.7401,0.7307,0
multimodel_h1a,flux_schnell,70,image_110.png,A person in a glass factory,38.289,0.9647,0.732,0.7205,0
multimodel_h1a,flux_schnell,none,image_115.png,A person in a tram stop,44.678,0.9942,0.6037,0.6259,0
multimodel_h1a,flux_schnell,none,image_115.png,A person in a fish market,44.678,0.9942,0.6137,0.6172,0
multimodel_h1a,flux_schnell,75,image_115.png,A person in a tram stop,36.149,0.9561,0.6037,0.6176,0
multimodel_h1a,flux_schnell,75,image_115.png,A person in a fish market,36.149,0.9561,0.6137,0.6165,0
multimodel_h1a,flux_schnell,70,image_115.png,A person in a tram stop,35.456,0.95,0.6037,0.5989,0
multimodel_h1a,flux_schnell,70,image_115.png,A person in a fish market,35.456,0.95,0.6137,0.6014,0
multimodel_h1a,flux_schnell,none,image_121.png,A person in a basement,41.246,0.9957,0.7188,0.7099,0
multimodel_h1a,flux_schnell,none,image_121.png,A person in a dormitory,41.246,0.9957,0.7008,0.702,0
multimodel_h1a,flux_schnell,75,image_121.png,A person in a basement,37.018,0.9647,0.7188,0.706,0
multimodel_h1a,flux_schnell,75,image_121.png,A person in a dormitory,37.018,0.9647,0.7008,0.6878,0
multimodel_h1a,flux_schnell,70,image_121.png,A person in a basement,36.647,0.9607,0.7188,0.7029,0
multimodel_h1a,flux_schnell,70,image_121.png,A person in a dormitory,36.647,0.9607,0.7008,0.6913,0
multimodel_h1a,flux_schnell,none,image_129.png,A person in a tech startup,45.088,0.9969,0.6953,0.6946,0
multimodel_h1a,flux_schnell,none,image_129.png,A person in a brewery tour,45.088,0.9969,0.6961,0.6925,0
multimodel_h1a,flux_schnell,75,image_129.png,A person in a tech startup,37.344,0.9728,0.6953,0.7046,0
multimodel_h1a,flux_schnell,75,image_129.png,A person in a brewery tour,37.344,0.9728,0.6961,0.7191,0
multimodel_h1a,flux_schnell,70,image_129.png,A person in a tech startup,36.702,0.9694,0.6953,0.693,0
multimodel_h1a,flux_schnell,70,image_129.png,A person in a brewery tour,36.702,0.9694,0.6961,0.659,0
multimodel_h1a,flux_schnell,none,image_133.png,A person in a laundry room,42.067,0.9928,0.4374,0.4148,0
multimodel_h1a,flux_schnell,none,image_133.png,A person in a tech startup,42.067,0.9928,0.4195,0.3921,0
multimodel_h1a,flux_schnell,75,image_133.png,A person in a laundry room,34.442,0.9574,0.4374,0.4098,0
multimodel_h1a,flux_schnell,75,image_133.png,A person in a tech startup,34.442,0.9574,0.4195,0.4262,0
multimodel_h1a,flux_schnell,70,image_133.png,A person in a laundry room,33.868,0.9525,0.4374,0.3873,1
multimodel_h1a,flux_schnell,70,image_133.png,A person in a tech startup,33.868,0.9525,0.4195,0.4003,0
multimodel_h1a,flux_schnell,none,image_135.png,A person in a music studio,45.064,0.9954,0.6439,0.6688,0
multimodel_h1a,flux_schnell,none,image_135.png,A person in a local crafts market,45.064,0.9954,0.6564,0.6506,0
multimodel_h1a,flux_schnell,75,image_135.png,A person in a music studio,36.678,0.9538,0.6439,0.6602,0
multimodel_h1a,flux_schnell,75,image_135.png,A person in a local crafts market,36.678,0.9538,0.6564,0.6659,0
multimodel_h1a,flux_schnell,70,image_135.png,A person in a music studio,36.12,0.9491,0.6439,0.6477,0
multimodel_h1a,flux_schnell,70,image_135.png,A person in a local crafts market,36.12,0.9491,0.6564,0.6687,0
